barrio,precio,numero_habitaciones,reseñas,servicios
embajadores,54.0,1.0,108,"Ethernet connection,City skyline view,Books and reading material,First aid kit,Wifi,Clothing storage: closet,Kitchen,Essentials,Hot water,Iron,Luggage dropoff allowed,Microwave,Hangers,Extra pillows and blankets,Coffee maker: pour-over coffee,Portable fans,Dining table,Free washer  In unit,Heating,Toaster,Shower gel,Hot water kettle,Private patio or balcony,Elevator,Paid parking lot off premises,Lock on bedroom door,Shampoo,Record player,Stainless steel oven,Wine glasses,Stainless steel electric stove,Body soap,Hair dryer,Bed linens,Coffee,Room-darkening shades,Freezer,Laundromat nearby,Blender,Drying rack for clothing,Conditioner,Cleaning products,Dedicated workspace,Cooking basics,50 inch HDTV with Amazon Prime Video, HBO Max, Netflix,Refrigerator,Dishes and silverware"
rosas,367.0,5.0,64,"Exercise equipment,Bidet,Ethernet connection,Crib - always at the listing,Wifi,Kitchen,Essentials,Clothing storage: closet, wardrobe, and dresser,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Private backyard  Fully fenced,Dining table,Toaster,Private gym in building,TV,Washer,Safe,Central heating,Fire extinguisher,Sun loungers,BBQ grill,Free parking on premises,Smoke alarm,Stainless steel oven,Wine glasses,Long term stays allowed,Bed linens,Indoor fireplace,Freezer,Outdoor dining area,Heating - split type ductless system,Host greets you,Free street parking,Drying rack for clothing,Free dryer,Dishes and silverware,Dishwasher,Pool table,Cleaning products,Coffee maker: Nespresso,Arcade games,Cleaning available during stay,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning,Outdoor furniture"
goya,83.0,1.0,4,"32 inch HDTV,Bidet,First aid kit,Wifi,Central air conditioning,Kitchen,Essentials,Mini fridge,Hot water,Iron,Paid parking off premises,Microwave,Hangers,Extra pillows and blankets,Dining table,Heating,Private patio or balcony,Hot water kettle,Shared backyard  Not fully fenced,Carbon monoxide alarm,Washer,Elevator,Coffee maker: espresso machine,Shampoo,Paid parking on premises,Smoke alarm,Stainless steel electric stove,Long term stays allowed,Body soap,Bathtub,Hair dryer,Bed linens,Host greets you,Dryer,Drying rack for clothing,Cleaning products,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Dishes and silverware"
embajadores,58.0,1.0,102,"Wifi,Clothing storage: closet,Kitchen,Essentials,Stove,Hot water,Iron,Hangers,Heating,Carbon monoxide alarm,Washer,Noise decibel monitors on property,Shampoo,Smoke alarm,Long term stays allowed,Hair dryer,Bed linens,Host greets you,Freezer,Coffee maker,Drying rack for clothing,Cleaning products,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Dishes and silverware"
palacio,92.0,1.0,40,"Building staff,Board games,Books and reading material,Childrens books and toys,Kitchen,Essentials,Hot water,Iron,Teka electric stove,Microwave,Hangers,Extra pillows and blankets,Clothing storage,Dining table,Heating,Toaster,Baking sheet,Private patio or balcony,Hot water kettle,Washer,Pack n play/Travel crib - available upon request,Shampoo,Ceiling fan,Standalone high chair - always at the listing,Wine glasses,Long term stays allowed,Body soap,Hair dryer,Bed linens,Coffee,Freezer,Outdoor dining area,Laundromat nearby,Drying rack for clothing,Dishes and silverware,Dishwasher,Cleaning products,Oven,Self check-in,Childrens dinnerware,Cleaning available during stay,Cooking basics,Coffee maker: drip coffee maker,Room-darkening shades,Refrigerator,Air conditioning,Outdoor furniture"
recoletos,96.0,2.0,29,"Wifi,Kitchen,Essentials,Iron,Microwave,Hangers,Portable fans,Heating,Toaster,Shower gel,Hot water kettle,TV,Washer,Elevator,Shampoo,Body soap,Hair dryer,Bed linens,Air conditioning,Host greets you,Freezer,Coffee maker,Dishwasher,Oven,Refrigerator,Dishes and silverware,Crib"
embajadores,113.0,1.0,136,"Wifi,Clothing storage: closet,40 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, HBO Max, Netflix, premium cable, Roku, standard cable,AC - split type ductless system,Kitchen,Essentials,Mini fridge,Stove,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Dining table,Free washer  In unit,Heating,Toaster,Hot water kettle,Lockbox,Fire extinguisher,Paid pack n play/travel crib - available upon request,Smoke alarm,Stainless steel oven,Long term stays allowed,Hair dryer,Bed linens,Coffee maker,Laundromat nearby,Drying rack for clothing,Cleaning products,Self check-in,Cooking basics,Room-darkening shades,Dishes and silverware"
san fermín,48.0,1.0,92,"City skyline view,Books and reading material,First aid kit,Wifi,Garden view,Clothing storage: closet,Kitchen,Essentials,Stove,Hot water,Iron,Luggage dropoff allowed,Microwave,Park view,Lake access,Hangers,Extra pillows and blankets,Free washer  In unit,Heating,Toaster,Baking sheet,Shower gel,Hot water kettle,Private patio or balcony,Elevator,Private gym nearby,Outdoor playground,Shampoo,Free parking on premises,Refrigerator,Wine glasses,Long term stays allowed,Body soap,Hair dryer,Bed linens,Host greets you,Freezer,Coffee maker,Blender,Laundromat nearby,Drying rack for clothing,Conditioner,Cleaning products,Oven,Dedicated workspace,Cooking basics,Room-darkening shades,Exercise equipment: free weights, yoga mat,Dishes and silverware,Single level home"
buenavista,35.0,1.0,93,"Bidet,City skyline view,Clothing storage: closet,Kitchen,Essentials,Mini fridge,Hot water,Microwave,Hangers,Extra pillows and blankets,Portable fans,Free washer  In unit,Portable heater,Elevator,Fire extinguisher,Lock on bedroom door,32 inch HDTV with Fire TV,Exterior security cameras on property,Long term stays allowed,Bathtub,Hair dryer,Bed linens,Fast wifi  260 Mbps,Host greets you,Laundromat nearby,Free street parking,Mountain view,Dedicated workspace,Cooking basics,Refrigerator,Dishes and silverware"
delicias,130.0,2.0,109,"First aid kit,Wifi,Kitchen,Essentials,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Heating,Shower gel,TV,Washer,Elevator,Shampoo,Hair dryer,Bed linens,Coffee maker,Dishes and silverware,Dishwasher,Oven,Dedicated workspace,Cooking basics,Refrigerator,Air conditioning"
embajadores,90.0,1.0,172,"Crib - always at the listing,Wifi,Clothing storage: closet,Kitchen,Essentials,Stove,Hot water,Iron,Paid street parking off premises,Microwave,Hangers,HDTV with standard cable,Extra pillows and blankets,Free washer  In unit,Pack n play/Travel crib,Private patio or balcony,Hot water kettle,Central heating,Coffee maker: espresso machine,Backyard,Shampoo,Wine glasses,Long term stays allowed,Body soap,Hair dryer,Bed linens,Pets allowed,Host greets you,Freezer,Outdoor dining area,Laundromat nearby,Drying rack for clothing,Dishes and silverware,Dishwasher,Private entrance,Cleaning products,Oven,Free dryer  In unit,Dedicated workspace,Room-darkening shades,Refrigerator,Air conditioning,Outdoor furniture,Single level home"
embajadores,145.0,3.0,160,"City skyline view,First aid kit,Wifi,Kitchen,Essentials,Stove,Hot water,Iron,Luggage dropoff allowed,Microwave,Hangers,Extra pillows and blankets,Heating,Private patio or balcony,TV,Washer,Carbon monoxide alarm,Fire extinguisher,Paid pack n play/travel crib - available upon request,Shampoo,Paid parking on premises,Smoke alarm,Long term stays allowed,Hair dryer,Bed linens,Host greets you,Coffee maker,Dishes and silverware,Dishwasher,Oven,Cooking basics,Pocket wifi,Refrigerator,Air conditioning,Single level home"
valdefuentes,422.0,3.0,12,"Building staff,Bidet,Ethernet connection,Wifi,Central air conditioning,Hot tub,AC - split type ductless system,Kitchen,Essentials,Clothing storage: closet, wardrobe, and dresser,Hot water,Iron,Luggage dropoff allowed,Microwave,Hangers,Private backyard  Fully fenced,Portable fans,Crib - available upon request,Dining table,Toaster,Shower gel,Hot water kettle,Private patio or balcony,TV,Washer,Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat,Fire extinguisher,Elevator,Baby bath,Shampoo,Wine glasses,Radiant heating,Shared gym in building,Body soap,Bathtub,Hair dryer,Bed linens,Siemens stainless steel oven,Alexa sound system,Coffee,Private pool - available all year,Long term stays allowed,Siemens refrigerator,Freezer,Outdoor dining area,Heating - split type ductless system,Blender,Free street parking,Drying rack for clothing,Dishwasher,Cleaning products,Coffee maker: Nespresso,Childrens books and toys for ages 0-2 years old and 2-5 years old,Self check-in,Childrens dinnerware,Babysitter recommendations,Dedicated workspace,Cooking basics,Room-darkening shades,Dishes and silverware,Outdoor furniture"
embajadores,89.0,0.0,133,"Wifi,Clothing storage: closet,Kitchen,Essentials,Mini fridge,Hot water,Iron,Microwave,Electric stove,Hangers,Extra pillows and blankets,Coffee maker: pour-over coffee,Dining table,Heating,Toaster,Shower gel,Hot water kettle,Paid parking lot off premises,TV,Washer,Fire extinguisher,Lockbox,Body soap,Hair dryer,Bed linens,Pets allowed,Freezer,Laundromat nearby,Drying rack for clothing,Dishes and silverware,Cleaning products,Self check-in,Cooking basics,Wine glasses,Refrigerator,Air conditioning,Single level home"
embajadores,111.0,1.0,479,"Board games,City skyline view,Clothing storage: closet,AC - split type ductless system,Kitchen,Essentials,Smart lock,Hot water,Iron,Luggage dropoff allowed,Microwave,Electric stove,Hangers,Extra pillows and blankets,Private backyard  Fully fenced,Dining table,Free washer  In unit,Heating,Toaster,Private patio or balcony,Hot water kettle,40 inch HDTV with Netflix, standard cable,Carbon monoxide alarm,Elevator,Shampoo,Smoke alarm,Long term stays allowed,Hair dryer,Bed linens,Coffee,Pets allowed,Freezer,Coffee maker,Blender,Drying rack for clothing,Dishwasher,Cleaning products,Oven,Fast wifi  269 Mbps,Self check-in,Dedicated workspace,Cooking basics,Wine glasses,Refrigerator,Dishes and silverware,Outdoor furniture"
pinar del rey,35.0,1.0,9,"Free parking on premises,Heating,Wifi,Dedicated workspace,Hot water,Air conditioning"
rosas,35.0,1.0,38,"Wifi,Kitchen,Essentials,Hot water,Iron,Heating,Shower gel,TV,Carbon monoxide alarm,Elevator,Shampoo,Private living room,Smoke alarm,Body soap,Hair dryer,Bed linens,Conditioner,Dedicated workspace,Cooking basics,Refrigerator,Dishes and silverware"
sol,282.0,5.0,357,"First aid kit,Wifi,Kitchen,Essentials,Stove,Hot water,Paid parking off premises,Microwave,Hangers,Extra pillows and blankets,Pack n play/Travel crib,Heating,Carbon monoxide alarm,Washer,Fire extinguisher,Elevator,Shampoo,Smoke alarm,Hair dryer,Bed linens,Host greets you,Coffee maker,Dryer,Dishes and silverware,Dishwasher,Oven,Cooking basics,Wine glasses,Refrigerator,Air conditioning,Crib,Single level home"
justicia,125.0,1.0,6,"Building staff,EV charger,Outlet covers,Sound system,First aid kit,Wifi,TV with standard cable,Kitchen,Essentials,Mini fridge,Stove,Hot water,Iron,Backyard - Not fully fenced,Luggage dropoff allowed,Microwave,Hangers,Extra pillows and blankets,Clothing storage,Portable fans,Dining table,Pack n play/Travel crib,Heating,Toaster,Baking sheet,Shower gel,Hot water kettle,Carbon monoxide alarm,Washer,Safe,Fire extinguisher,Elevator,Patio or balcony,Baby bath,Fireplace guards,High chair,Outdoor playground,Shampoo,Smoke alarm,Wine glasses,Long term stays allowed,Body soap,Hair dryer,Bed linens,Coffee,Freezer,Coffee maker,Laundromat nearby,Drying rack for clothing,Dishes and silverware,Conditioner,Window guards,Dishwasher,Private entrance,Cleaning products,Oven,Self check-in,Beach access  Beachfront,Childrens dinnerware,Babysitter recommendations,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning,Crib,Single level home"
palacio,151.0,2.0,0,"Wifi,Kitchen,Essentials,Stove,Smart lock,Hot water,Microwave,Hangers,Extra pillows and blankets,Heating,Hot water kettle,TV,Washer,Patio or balcony,Shampoo,Long term stays allowed,Hair dryer,Bed linens,Air conditioning,Free street parking,Dryer,Dishwasher,Self check-in,Dedicated workspace,Cooking basics,Refrigerator,Dishes and silverware"
sol,150.0,1.0,15,"Bidet,Wifi,Clothing storage: closet,AC - split type ductless system,Kitchen,Essentials,Mini fridge,Stove,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Dining table,Heating,Shower gel,Hot water kettle,TV,Washer,Fire extinguisher,Elevator,Paid parking garage off premises,Shampoo,Long term stays allowed,Bed linens,Host greets you,Freezer,Coffee maker,Cleaning products,Free dryer  In unit,Cooking basics,Room-darkening shades,Refrigerator,Dishes and silverware"
palacio,112.0,1.0,2,"Other electric stove,Wifi,Kitchen,Essentials,Mini fridge,Hot water,Iron,Microwave,Hangers,Dining table,Toaster,Private patio or balcony,Hot water kettle,Paid parking garage off premises,Hair dryer,55 inch TV,Room-darkening shades,Host greets you,Drying rack for clothing,Clothing storage: dresser,Coffee maker: Nespresso,Cooking basics,Wine glasses,Dishes and silverware"
recoletos,131.0,1.0,191,"Building staff,First aid kit,Wifi,TV with standard cable,Kitchen,Essentials,Hot water,Iron,Paid parking off premises,Microwave,Hangers,Extra pillows and blankets,Pack n play/Travel crib,Heating,Shower gel,Carbon monoxide alarm,Washer,Fire extinguisher,Elevator,High chair,Shampoo,Smoke alarm,Long term stays allowed,Hair dryer,Bed linens,Pets allowed,Coffee maker,Dishes and silverware,Bread maker,Window guards,Self check-in,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning,Crib"
sol,235.0,2.0,5,"Wifi,Kitchen,Essentials,Stove,Iron,Microwave,Hangers,Heating,TV,Washer,Elevator,Hair dryer,Coffee maker,Dryer,Dishwasher,Oven,Cooking basics,Refrigerator,Air conditioning,Crib"
concepción,44.0,1.0,28,"Dishes and silverware,Hangers,Private living room,First aid kit,Heating,Wifi,Hair dryer,Kitchen,TV,Washer,Essentials,Elevator,Hot water,Refrigerator,Air conditioning,Shampoo"
universidad,120.0,1.0,83,"Private gym,Exercise equipment: free weights, yoga mat, workout bench,Ethernet connection,Books and reading material,First aid kit,Wifi,Breakfast,Bikes,AC - split type ductless system,Kitchen,Essentials,Hot water,Iron,Paid parking off premises,Luggage dropoff allowed,Microwave,Hangers,Samsung soundbar  Bluetooth sound system,Extra pillows and blankets,Dining table,Free washer  In unit,Toaster,Baking sheet,Shower gel,Hot water kettle,Lockbox,Coffee maker: espresso machine,Shampoo,Wine glasses,Stainless steel electric stove,Radiant heating,Long term stays allowed,Hair dryer,Bed linens,Coffee,Loreal conditioner,Pets allowed,65 inch HDTV with Amazon Prime Video, Netflix, Fire TV, HBO Max, Disney+,Freezer,Laundromat nearby,Blender,Movie theater,Drying rack for clothing,Dishes and silverware,Clothing storage: walk-in closet,Private entrance,Cleaning products,Smoking allowed,Self check-in,Cleaning available during stay,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Sebamed, eucerin (hipoalergenicos) body soap"
pacífico,153.0,3.0,527,"Wifi,Kitchen,Essentials,Stove,Smart lock,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Pack n play/Travel crib,Heating,Private patio or balcony,TV,Washer,Carbon monoxide alarm,Elevator,High chair,Shampoo,Smoke alarm,Body soap,Hair dryer,Bed linens,Dishes and silverware,Dishwasher,Coffee maker: Nespresso,Oven,Self check-in,Free dryer  In unit,Dedicated workspace,Cooking basics,Refrigerator,Air conditioning,Crib"
palacio,78.0,1.0,277,"City skyline view,Fast wifi  267 Mbps,Window AC unit,Kitchen,Essentials,Hot water,Iron,Microwave,Electric stove,Coffee maker: pour-over coffee,Dining table,Toaster,Portable heater,Shower gel,Hot water kettle,Paid parking lot off premises,Body soap,Hair dryer,Bed linens,32 inch HDTV with standard cable,Host greets you,Freezer,Laundromat nearby,Dishwasher,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Dishes and silverware"
ventas,424.0,4.0,9,"Bidet,Outlet covers,Ethernet connection,Hot tub,TV with standard cable,Kitchen,Essentials,Stove,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Clothing storage,Dining table,Pack n play/Travel crib,Heating,Toaster,Shower gel,Hot water kettle,Washer,Fast wifi  500 Mbps,Baby bath,High chair,Shampoo,Free parking on premises,Smoke alarm,Wine glasses,Long term stays allowed,Body soap,Hair dryer,Bed linens,Host greets you,Freezer,Coffee maker,Free street parking,Dishes and silverware,Dishwasher,Private entrance,Sauna,Cleaning products,Oven,Cleaning available during stay,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning,Crib"
castellana,192.0,2.0,5,"Wifi,Kitchen,Essentials,Stove,Hot water,Iron,Microwave,Keypad,Hangers,Heating,Toaster,Shower gel,Hot water kettle,TV,Washer,Carbon monoxide alarm,Fire extinguisher,Elevator,Shampoo,Smoke alarm,Long term stays allowed,Body soap,Hair dryer,Bed linens,Dishes and silverware,Dishwasher,Private entrance,Coffee maker: Nespresso,Oven,Self check-in,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning"
